collocation,count,count_nested,length,lambda,z
defense support,3,0,2,3.235983551592118,5.368997240349579
them has,1,0,2,5.163582242210308,5.36618386896334
leadership in,3,0,2,3.8570233302710246,5.365983231708097
clear understanding,1,0,2,5.431084578371885,5.360276600989443
that it,3,0,2,3.253268484001046,5.349369362722243
glory to,32,0,2,7.631041627209033,5.348741478806125
bulgarian government,1,0,2,6.3557603781780765,5.345937398654387
danish government,1,0,2,6.3557603781780765,5.345937398654387
soon as,1,0,2,6.3557603781780765,5.345937398654387
vereshchuk as,1,0,2,6.3557603781780765,5.345937398654387
works effectively,1,0,2,6.355760378178076,5.345937398654387
did not,1,0,2,5.696097851010953,5.3448068985770805
exactly now,1,0,2,5.696097851010953,5.3448068985770805
friends whom,1,0,2,5.696097851010952,5.34480689857708
new steps,1,0,2,5.696097851010952,5.34480689857708
today announced,1,0,2,5.696097851010952,5.34480689857708
will definitely,1,0,2,5.696097851010952,5.34480689857708
will get,1,0,2,5.696097851010952,5.34480689857708
british government,1,0,2,5.256731191227106,5.340078390771749
helps ukrainians,2,0,2,3.839431379172056,5.340033402406877
our victory,5,0,2,3.016955034921734,5.339087790921333
$ 40,2,0,2,11.185739972740748,5.332508248019897
national guard,2,0,2,11.185739972740748,5.332508248019897
personal involvement,2,0,2,11.185739972740748,5.332508248019897
repair crews,2,0,2,11.185739972740748,5.332508248019897
territorial integrity,2,0,2,11.185739972740748,5.332508248019897
un secretary-general,2,0,2,11.185739972740748,5.332508248019897
they are,2,0,2,4.469158832610195,5.33045314731366
is an,2,0,2,4.038561327780057,5.327729721838159
emergency service,2,0,2,8.476718358850519,5.325613986585143
mykolaiv region,2,0,2,8.476718358850519,5.325613986585143
utility workers,2,0,2,8.476718358850519,5.325613986585143
also held,1,0,2,5.139442104704007,5.3134356919617876
combat positions,1,0,2,5.139442104704007,5.3134356919617876
ukrainian warriors,2,0,2,3.769550192930547,5.308737238271075
especially now,1,0,2,5.359486609663356,5.302822502048001
gave not,1,0,2,5.359486609663356,5.302822502048001
world when,1,0,2,5.359486609663356,5.302822502048001
courage at,1,0,2,5.629267471785897,5.292474870224668
ukrainian feel,1,0,2,5.629267471785897,5.292474870224668
ukrainian temporarily,1,0,2,5.629267471785897,5.292474870224668
wish at,1,0,2,5.629267471785897,5.292474870224668
him for,7,0,2,4.743773966815047,5.292226715311525
expect from,1,0,2,6.278660390258342,5.292192565057063
initiatives from,1,0,2,6.278660390258342,5.292192565057063
wants freedom,1,0,2,6.278660390258342,5.292192565057063
but where,1,0,2,6.2786603902583416,5.2921925650570625
principled leadership,1,0,2,5.063359798246569,5.290748915706924
russia together,1,0,2,5.063359798246569,5.290748915706924
as possible,1,0,2,5.179631145364595,5.277918702798621
international summit,1,0,2,5.179631145364595,5.277918702798621
defend donbas,1,0,2,5.020342413162877,5.276094648869891
fighting against,1,0,2,5.020342413162877,5.276094648869891
these important,1,0,2,5.020342413162877,5.276094648869891
support for,10,0,2,1.8661755171708578,5.269670075927509
in kyiv,3,0,2,3.7813383758722803,5.2638242585775155
saves people,2,0,2,5.485048379305407,5.260948132451313
who joined,6,0,2,3.9167340349466984,5.24891317855377
who supported,6,0,2,3.9167340349466984,5.24891317855377
position at,1,0,2,5.292656211113298,5.24814103442495
250 million,1,0,2,9.576302060306647,5.245047529212966
700 million,1,0,2,9.576302060306647,5.245047529212966
above accounting,1,0,2,9.576302060306647,5.245047529212966
achieved unity,1,0,2,9.576302060306647,5.245047529212966
act quickly,1,0,2,9.576302060306647,5.245047529212966
almost 50,1,0,2,9.576302060306647,5.245047529212966
almost 60,1,0,2,9.576302060306647,5.245047529212966
andrzej duda,1,0,2,9.576302060306647,5.245047529212966
andrzej's wife,1,0,2,9.576302060306647,5.245047529212966
antónio guterres,1,0,2,9.576302060306647,5.245047529212966
appropriate equipment,1,0,2,9.576302060306647,5.245047529212966
before delivering,1,0,2,9.576302060306647,5.245047529212966
before easter,1,0,2,9.576302060306647,5.245047529212966
brutal murder,1,0,2,9.576302060306647,5.245047529212966
can say,1,0,2,9.576302060306647,5.245047529212966
caring bright,1,0,2,9.576302060306647,5.245047529212966
charles michel,1,0,2,9.576302060306647,5.245047529212966
concrete agreements,1,0,2,9.576302060306647,5.245047529212966
continued across,1,0,2,9.576302060306647,5.245047529212966
coordinates ramstein,1,0,2,9.576302060306647,5.245047529212966
current level,1,0,2,9.576302060306647,5.245047529212966
currently evacuating,1,0,2,9.576302060306647,5.245047529212966
determination you’ve,1,0,2,9.576302060306647,5.245047529212966
deters very,1,0,2,9.576302060306647,5.245047529212966
enemy attacks,1,0,2,9.576302060306647,5.245047529212966
ensuring russia's,1,0,2,9.576302060306647,5.245047529212966
extraordinary bravery,1,0,2,9.576302060306647,5.245047529212966
fair restoration,1,0,2,9.576302060306647,5.245047529212966
fertile land,1,0,2,9.576302060306647,5.245047529212966
full picture,1,0,2,9.576302060306647,5.245047529212966
further acceleration,1,0,2,9.576302060306647,5.245047529212966
further active,1,0,2,9.576302060306647,5.245047529212966
globsec think,1,0,2,9.576302060306647,5.245047529212966
going along,1,0,2,9.576302060306647,5.245047529212966
had nothing,1,0,2,9.576302060306647,5.245047529212966
historic moment,1,0,2,9.576302060306647,5.245047529212966
historical significance,1,0,2,9.576302060306647,5.245047529212966
immediate signing,1,0,2,9.576302060306647,5.245047529212966
implementing mine,1,0,2,9.576302060306647,5.245047529212966
integration into,1,0,2,9.576302060306647,5.245047529212966
israeli media,1,0,2,9.576302060306647,5.245047529212966
liberated territory,1,0,2,9.576302060306647,5.245047529212966
long-range capabilities,1,0,2,9.576302060306647,5.245047529212966
looking into,1,0,2,9.576302060306647,5.245047529212966
mark rutte,1,0,2,9.576302060306647,5.245047529212966
matière company,1,0,2,9.576302060306647,5.245047529212966
maximum global,1,0,2,9.576302060306647,5.245047529212966
mine clearance,1,0,2,9.576302060306647,5.245047529212966
moral stance,1,0,2,9.576302060306647,5.245047529212966
morning shelling,1,0,2,9.576302060306647,5.245047529212966
my diplomatic,1,0,2,9.576302060306647,5.245047529212966
no matter,1,0,2,9.576302060306647,5.245047529212966
olaf scholz,1,0,2,9.576302060306647,5.245047529212966
online format,1,0,2,9.576302060306647,5.245047529212966
operation successful,1,0,2,9.576302060306647,5.245047529212966
orthodox church,1,0,2,9.576302060306647,5.245047529212966
over regions,1,0,2,9.576302060306647,5.245047529212966
pace delegation,1,0,2,9.576302060306647,5.245047529212966
perseverance destroy,1,0,2,9.576302060306647,5.245047529212966
possible without,1,0,2,9.576302060306647,5.245047529212966
posts tonight,1,0,2,9.576302060306647,5.245047529212966
prompt personnel,1,0,2,9.576302060306647,5.245047529212966
prosecutor general's,1,0,2,9.576302060306647,5.245047529212966
prosecutor karim,1,0,2,9.576302060306647,5.245047529212966
quite thoroughly,1,0,2,9.576302060306647,5.245047529212966
radiation continues,1,0,2,9.576302060306647,5.245047529212966
recovery plan,1,0,2,9.576302060306647,5.245047529212966
remain indifferent,1,0,2,9.576302060306647,5.245047529212966
residents separately,1,0,2,9.576302060306647,5.245047529212966
russia's defeat,1,0,2,9.576302060306647,5.245047529212966
search operations,1,0,2,9.576302060306647,5.245047529212966
secretary-general antónio,1,0,2,9.576302060306647,5.245047529212966
talked quite,1,0,2,9.576302060306647,5.245047529212966
tell some,1,0,2,9.576302060306647,5.245047529212966
think tank,1,0,2,9.576302060306647,5.245047529212966
thousand eight,1,0,2,9.576302060306647,5.245047529212966
ukraine's accession,1,0,2,9.576302060306647,5.245047529212966
unprecedented unity,1,0,2,9.576302060306647,5.245047529212966
various levels,1,0,2,9.576302060306647,5.245047529212966
western systems,1,0,2,9.576302060306647,5.245047529212966
you’ve stood,1,0,2,9.576302060306647,5.245047529212966
did it,1,0,2,5.566608090753177,5.242631902970395
discussed with,2,0,2,5.464908028285059,5.242595376758613
met with,2,0,2,5.464908028285059,5.242595376758613
new $,1,0,2,6.2070624601837,5.241363827178633
new jobs,1,0,2,6.2070624601837,5.241363827178633
will still,1,0,2,6.2070624601837,5.241363827178633
will win,1,0,2,6.2070624601837,5.241363827178633
humanitarian support,2,0,2,4.183808036982934,5.234296646686348
military assistance,1,0,2,4.972249015314458,5.219196251769259
will continue,1,0,2,5.1080331573310636,5.218821467015468
are working,2,0,2,3.9397444643835926,5.206105425995176
be an,1,0,2,4.920119949879511,5.199633067839077
states and,6,0,2,2.569454524215304,5.198537640366192
maintain such,1,0,2,5.2299968107502055,5.19600642539225
make it,1,0,2,5.2299968107502055,5.19600642539225
needs such,1,0,2,5.2299968107502055,5.19600642539225
strengthen such,1,0,2,5.2299968107502055,5.19600642539225
met today,1,0,2,5.507628547348484,5.195070211620056
peace will,1,0,2,5.507628547348484,5.195070211620056
strength today,1,0,2,5.507628547348484,5.195070211620056
talks today,1,0,2,5.507628547348484,5.195070211620056
duty at,1,0,2,6.140232100278272,5.193175444757544
into international,1,0,2,6.140232100278272,5.193175444757544
operations at,1,0,2,6.140232100278272,5.193175444757544
strikes at,1,0,2,6.140232100278272,5.193175444757544
such capabilities,1,0,2,6.140232100278271,5.193175444757543
such flag,1,0,2,6.140232100278271,5.193175444757543
ukrainian displaced,1,0,2,6.140232100278271,5.193175444757543
ukrainian flag,1,0,2,6.140232100278271,5.193175444757543
government workers,1,0,2,4.895040265482487,5.189560665430053
are bringing,2,0,2,5.40678054061496,5.189484589704988
25th separate,1,0,2,9.065337721045914,5.176555551259116
44th separate,1,0,2,9.065337721045914,5.176555551259116
92nd separate,1,0,2,9.065337721045914,5.176555551259116
attack continued,1,0,2,9.065337721045914,5.176555551259116
baltic colleagues,1,0,2,9.065337721045914,5.176555551259116
commit crimes,1,0,2,9.065337721045914,5.176555551259116
demonstrating truly,1,0,2,9.065337721045914,5.176555551259116
destabilization policy,1,0,2,9.065337721045914,5.176555551259116
document modern,1,0,2,9.065337721045914,5.176555551259116
evacuation operation,1,0,2,9.065337721045914,5.176555551259116
explosives specialists,1,0,2,9.065337721045914,5.176555551259116
high-quality response,1,0,2,9.065337721045914,5.176555551259116
kind words,1,0,2,9.065337721045914,5.176555551259116
mechanized brigades,1,0,2,9.065337721045914,5.176555551259116
people's deputies,1,0,2,9.065337721045914,5.176555551259116
personnel response,1,0,2,9.065337721045914,5.176555551259116
plant under,1,0,2,9.065337721045914,5.176555551259116
poland andrzej,1,0,2,9.065337721045914,5.176555551259116
stimulate economic,1,0,2,9.065337721045914,5.176555551259116
superhuman strength,1,0,2,9.065337721045914,5.176555551259116
swedish port,1,0,2,9.065337721045914,5.176555551259116
vast majority,1,0,2,9.065337721045914,5.176555551259116
where did,1,0,2,9.065337721045914,5.176555551259116
actions aimed,1,0,2,9.065337721045912,5.176555551259115
andriy ilkiv,1,0,2,9.065337721045912,5.176555551259115
andriy shevchenko,1,0,2,9.065337721045912,5.176555551259115
andriy yermak,1,0,2,9.065337721045912,5.176555551259115
any concessions,1,0,2,9.065337721045912,5.176555551259115
brings accountability,1,0,2,9.065337721045912,5.176555551259115
chancellor nehammer,1,0,2,9.065337721045912,5.176555551259115
chancellor olaf,1,0,2,9.065337721045912,5.176555551259115
cooperation within,1,0,2,9.065337721045912,5.176555551259115
day began,1,0,2,9.065337721045912,5.176555551259115
fully concrete,1,0,2,9.065337721045912,5.176555551259115
german businessmen,1,0,2,9.065337721045912,5.176555551259115
german chancellor,1,0,2,9.065337721045912,5.176555551259115
human dignity,1,0,2,9.065337721045912,5.176555551259115
ihor klymenko,1,0,2,9.065337721045912,5.176555551259115
modern descendants,1,0,2,9.065337721045912,5.176555551259115
modern stories,1,0,2,9.065337721045912,5.176555551259115
separate airborne,1,0,2,9.065337721045912,5.176555551259115
separate mechanized,1,0,2,9.065337721045912,5.176555551259115
truly superhuman,1,0,2,9.065337721045912,5.176555551259115
were limited,1,0,2,9.065337721045912,5.176555551259115
that were,2,0,2,4.661410483014504,5.163575972300698
such actions,1,0,2,5.041202739450633,5.162544147340475
package of,5,0,2,3.5420846939852817,5.16190057557994
and international,6,0,2,2.5928149375246257,5.161229843830815
from kyiv,1,0,2,4.888728382324021,5.151307020314615
made everything,1,0,2,4.888728382324021,5.151307020314615
works together,1,0,2,4.888728382324021,5.151307020314615
chosen such,1,0,2,6.077572738570555,5.147383960376539
soon it,1,0,2,6.077572738570555,5.147383960376539
involved today,1,0,2,5.171017248009763,5.146213396956096
present today,1,0,2,5.171017248009763,5.146213396956096
there will,1,0,2,5.171017248009763,5.146213396956096
we also,2,0,2,3.6492560834154517,5.144395750558816
also thank,1,0,2,4.829009147622398,5.127112258074083
those leaders,2,0,2,3.691327435752577,5.124337358732754
state closer,1,0,2,4.9072234184871535,5.122849918809146
world about,1,0,2,4.9072234184871535,5.122849918809146
supports such,1,0,2,4.9785433197517905,5.108861835061113
when it,1,0,2,4.9785433197517905,5.108861835061113
united kingdom,3,0,2,7.805723068773598,5.1086217383060255
an important,1,0,2,4.783675606320878,5.107163155452538
now holding,1,0,2,4.783675606320878,5.107163155452538
actions are,2,0,2,5.316736432841171,5.1068184221449275
am especially,2,0,2,5.31673643284117,5.106818422144927
already condemned,1,0,2,5.399136817932104,5.1060654427037075
european colleagues,1,0,2,5.399136817932104,5.1060654427037075
it can,1,0,2,5.399136817932104,5.1060654427037075
it effective,1,0,2,5.399136817932104,5.1060654427037075
australia will,1,0,2,6.018593214496235,5.103774777665084
his personal,1,0,2,6.018593214496234,5.103774777665084
his prompt,1,0,2,6.018593214496234,5.103774777665084
not remain,1,0,2,6.018593214496234,5.103774777665084
not remaining,1,0,2,6.018593214496234,5.103774777665084
note today,1,0,2,6.018593214496235,5.103774777665084
doing everything,2,0,2,8.048718827031305,5.103645851178655
everyone in,12,0,2,1.5763524014179735,5.102220147944937
american friends,1,0,2,5.115308314796313,5.098576497699381
these are,2,0,2,3.8496998676566028,5.094227681180431
but what,1,0,2,4.811628297806133,5.086828012055389
helping with,2,0,2,3.729328635991524,5.086341571069149
1 billion,1,0,2,8.728726749685299,5.0798922025198365
2 billion,1,0,2,8.728726749685299,5.0798922025198365
40 presidents,1,0,2,8.728726749685299,5.0798922025198365
been introduced,1,0,2,8.728726749685299,5.0798922025198365
been proving,1,0,2,8.728726749685299,5.0798922025198365
billion 250,1,0,2,8.728726749685299,5.0798922025198365
billion 700,1,0,2,8.728726749685299,5.0798922025198365
drawing even,1,0,2,8.728726749685299,5.0798922025198365
enhance cooperation,1,0,2,8.728726749685299,5.0798922025198365
especially thankful,1,0,2,8.728726749685299,5.0798922025198365
finnish companies,1,0,2,8.728726749685299,5.0798922025198365
ground forces,1,0,2,8.728726749685299,5.0798922025198365
italian companies,1,0,2,8.728726749685299,5.0798922025198365
let's take,1,0,2,8.728726749685299,5.0798922025198365
maintain order,1,0,2,8.728726749685299,5.0798922025198365
missile attack,1,0,2,8.728726749685299,5.0798922025198365
missile troops,1,0,2,8.728726749685299,5.0798922025198365
much needed,1,0,2,8.728726749685299,5.0798922025198365
polish brothers,1,0,2,8.728726749685299,5.0798922025198365
polish sejm,1,0,2,8.728726749685299,5.0798922025198365
resisting even,1,0,2,8.728726749685299,5.0798922025198365
sincerely congratulate,1,0,2,8.728726749685299,5.0798922025198365
sincerely consider,1,0,2,8.728726749685299,5.0798922025198365
