docname,pre,keyword,post,id,date,id_day
text253,"the protection of the world order , the world legal order , that can be compared only to the nuremberg trials . this is our joint task . , i",thank you,"for your help ! , i thank you for your attention ! , glory to ukraine !",253,2022-07-14,1
text253,"world legal order , that can be compared only to the nuremberg trials . this is our joint task . , i thank you for your help ! , i",thank you,"for your attention ! , glory to ukraine !",253,2022-07-14,1
text263,"able to hear a lot of very important , useful things . this is the summit of those whose power , though soft , is always invincible . , i",thank you,"all for participating ! i thank our friends , close friends from latvia , lithuania , from all continents of the world , who will join us today . ,",263,2022-07-23,1
text267,"it will become our shared history . so outstanding that you and i will later be quoted in the same way as we are now quoting sir churchill . ,",thank you,"for your attention ! , thank you for the award - the award of the people of ukraine ! , glory to ukraine !",267,2022-07-26,1
text267,"so outstanding that you and i will later be quoted in the same way as we are now quoting sir churchill . , thank you for your attention ! ,",thank you,"for the award - the award of the people of ukraine ! , glory to ukraine !",267,2022-07-26,1
text271,"modern and efficient state . , we will do it - we , citizens of ukraine . , friend gitanas nausėda , dear mr . president ! i want to",thank you,"and - in your person - the entire lithuanian people today , on the day of our statehood , for the significant , important , heroic support that ukraine received",271,2022-07-28,2
text271,"- in your person - the entire lithuanian people today , on the day of our statehood , for the significant , important , heroic support that ukraine received .",thank you,"! , it was not politics for our states - it reflects the equally strong love for freedom of our nations . nations who walked and keep walking together through",271,2022-07-28,2
text272,", medical service lieutenant yulia holovna , sergeant pavlina mykolayevych , staff sergeant roman palamarchuk , junior sergeant oleksandr rohachevsky , senior sailor olena zablotska and private serhiy mishchenko .",thank you,"all for your service and performance in battles ! , today , in the mariyinsky palace , i handed out the passports of the citizens of our state to young",272,2022-07-28,3
text275,", the strong people of zaporizhzhia and the region , all ukrainians of the kherson region , everyone who defends the outskirts of odesa and the region . . .",thank you,"for your courage ! , strategically , russia has no chance of winning this war . and it is necessary to hold on , so that even at the tactical",275,2022-07-31,1
text275,"of each other . , the more effective we are in this - all of us , all citizens of ukraine - the faster we will achieve victory . ,",thank you,"to everyone who fights for ukraine ! , glory to ukraine !",275,2022-07-31,1
text276,"the negotiations lasted one and a half hours and were very meaningful : relations in the defense sphere , first of all . a wide range of security issues -",thank you,"for the assistance already given to ukraine , which effectively protects us on the battlefield . , we also discussed macro-financial support for our state - i asked mr .",276,2022-08-01,1
text278,"over . and today , more than ever , we need the support of all civilized countries , together with which we will definitely stop and defeat evil . ,",thank you,"for your attention ! , glory to ukraine !",278,2022-08-03,1
text282,"with the necessary weapons . in particular , another package of support from the united states was approved this week , which also includes ammunition for the himars systems .",thank you,very much . all of them are used as accurately and beneficially as possible for the overall strategy of our defense . we are doing everything to get yet more,282,2022-08-06,1
