collocation,count,count_nested,length,lambda,z
russia's full-scale,1,0,2,8.640012413061083,6.562426590823158
systems platoon,1,0,2,8.640012413061083,6.562426590823158
tank coalition,1,0,2,8.640012413061083,6.562426590823158
then tavria,1,0,2,8.640012413061083,6.562426590823158
worthy response,1,0,2,8.640012413061083,6.562426590823158
normal life,2,0,2,6.908570549395761,6.5594210096056695
think about,2,0,2,6.908570549395761,6.5594210096056695
european commission,2,0,2,6.90857054939576,6.559421009605669
european community,2,0,2,6.90857054939576,6.559421009605669
every soldier,4,0,2,6.2241077437513415,6.55737626061865
important decision,2,0,2,4.710495240024254,6.553119673490322
and works,9,0,2,2.6323753030819708,6.552725108034081
liberated from,2,0,2,5.956440495092891,6.548037419590245
me today,2,0,2,5.264238418693004,6.54468271852266
our struggle,6,0,2,3.8010502272979054,6.533290286282044
defense equipment,2,0,2,5.08856902543627,6.530219584865233
1st main,1,0,2,8.303469420054078,6.525597597907916
areas where,1,0,2,8.303469420054078,6.525597597907916
billion financial,1,0,2,8.303469420054078,6.525597597907916
consistently good,1,0,2,8.303469420054078,6.525597597907916
czech republic,1,0,2,8.303469420054078,6.525597597907916
demining initiatives,1,0,2,8.303469420054078,6.525597597907916
fundamental need,1,0,2,8.303469420054078,6.525597597907916
online format,1,0,2,8.303469420054078,6.525597597907916
quite quickly,1,0,2,8.303469420054078,6.525597597907916
real readiness,1,0,2,8.303469420054078,6.525597597907916
restore damaged,1,0,2,8.303469420054078,6.525597597907916
said or,1,0,2,8.303469420054078,6.525597597907916
significant losses,1,0,2,8.303469420054078,6.525597597907916
sincerely congratulate,1,0,2,8.303469420054078,6.525597597907916
supply heat,1,0,2,8.303469420054078,6.525597597907916
yellow flag,1,0,2,8.303469420054078,6.525597597907916
extremely honorable,1,0,2,6.752518150597463,6.525534196192807
intelligence officers,1,0,2,6.752518150597463,6.525534196192807
many ordinary,1,0,2,6.752518150597463,6.525534196192807
mountain assault,6,0,2,9.769027837997658,6.513908416098206
want to,10,0,2,4.0278781545959,6.513351714394408
who trains,7,0,2,4.767194683174781,6.5099684667386395
more than,7,0,2,9.660530957204818,6.502087068474154
helped today,2,0,2,5.063496755946741,6.501391367169958
occupier destroyed,1,0,2,6.836778494215204,6.500031589671861
reconnaissance men,1,0,2,6.836778494215204,6.500031589671861
sanctions over,1,0,2,6.836778494215204,6.500031589671861
35th marine,1,0,2,7.173321512263399,6.492867368188769
especially often,1,0,2,7.173321512263399,6.492867368188769
even before,1,0,2,7.173321512263399,6.492867368188769
kyiv regions,1,0,2,7.173321512263399,6.492867368188769
kyiv since,1,0,2,7.173321512263399,6.492867368188769
most needed,1,0,2,7.173321512263399,6.492867368188769
over eur,1,0,2,7.173321512263399,6.492867368188769
sanctions packages,1,0,2,7.173321512263399,6.492867368188769
sanctions policy,1,0,2,7.173321512263399,6.492867368188769
they liberate,1,0,2,7.173321512263399,6.492867368188769
free future,1,0,2,7.173321512263398,6.492867368188768
often use,1,0,2,7.173321512263398,6.492867368188768
was approved,2,0,2,6.826750779959513,6.491509074005509
continued help,2,0,2,5.0390343305017575,6.473157674801161
aggressive potential,1,0,2,9.150908788206756,6.470555213044171
association celebrated,1,0,2,9.150908788206756,6.470555213044171
attacks or,1,0,2,9.150908788206756,6.470555213044171
create green,1,0,2,9.150908788206756,6.470555213044171
czech presidency,1,0,2,9.150908788206756,6.470555213044171
exemplary destruction,1,0,2,9.150908788206756,6.470555213044171
finding opportunities,1,0,2,9.150908788206756,6.470555213044171
finding programs,1,0,2,9.150908788206756,6.470555213044171
hetman ivan,1,0,2,9.150908788206756,6.470555213044171
italian word,1,0,2,9.150908788206756,6.470555213044171
nations defended,1,0,2,9.150908788206756,6.470555213044171
occupied territory,1,0,2,9.150908788206756,6.470555213044171
occupied villages,1,0,2,9.150908788206756,6.470555213044171
or simply,1,0,2,9.150908788206756,6.470555213044171
place quite,1,0,2,9.150908788206756,6.470555213044171
relevant internal,1,0,2,9.150908788206756,6.470555213044171
russia's aggressive,1,0,2,9.150908788206756,6.470555213044171
temporarily displaced,1,0,2,9.150908788206756,6.470555213044171
temporarily occupied,1,0,2,9.150908788206756,6.470555213044171
that's why,1,0,2,9.150908788206756,6.470555213044171
make it,2,0,2,4.737298773278791,6.470033361035595
public figures,3,0,2,10.585851805730604,6.45937032958164
professional day,2,0,2,6.7882136223863485,6.459187200975914
strategic group,3,0,2,11.096748185882388,6.458093517720315
years ago,3,0,2,11.096748185882388,6.458093517720315
has not,2,0,2,4.598701103562469,6.457292118858435
with prime,3,0,2,4.156763313046374,6.456576423753886
25th airborne,1,0,2,8.052084230380558,6.4558832533164345
american citizen,1,0,2,8.052084230380558,6.4558832533164345
american family,1,0,2,8.052084230380558,6.4558832533164345
anti-tank systems,1,0,2,8.052084230380558,6.4558832533164345
brings heat,1,0,2,8.052084230380558,6.4558832533164345
eighteen missiles,1,0,2,8.052084230380558,6.4558832533164345
gentlemen deputies,1,0,2,8.052084230380558,6.4558832533164345
heroic armed,1,0,2,8.052084230380558,6.4558832533164345
keep faith,1,0,2,8.052084230380558,6.4558832533164345
let's remember,1,0,2,8.052084230380558,6.4558832533164345
lets down,1,0,2,8.052084230380558,6.4558832533164345
long-range missiles,1,0,2,8.052084230380558,6.4558832533164345
many wise,1,0,2,8.052084230380558,6.4558832533164345
prepared ukraine's,1,0,2,8.052084230380558,6.4558832533164345
return home,1,0,2,8.052084230380558,6.4558832533164345
single part,1,0,2,8.052084230380558,6.4558832533164345
taking place,1,0,2,8.052084230380558,6.4558832533164345
ukraine's full,1,0,2,8.052084230380558,6.4558832533164345
how difficult,1,0,2,6.551776668697964,6.454486214357355
how law,1,0,2,6.551776668697964,6.454486214357355
needs so,1,0,2,6.551776668697964,6.454486214357355
saved thousands,1,0,2,6.551776668697964,6.454486214357355
at combat,2,0,2,4.58748865252879,6.4491458928289305
find common,1,0,2,6.585393279496949,6.448816072161665
started cooperation,1,0,2,6.585393279496949,6.448816072161665
life always,2,0,2,4.581929221948641,6.445071429704895
get weapons,1,0,2,6.693606864137181,6.423744629267384
no normal,1,0,2,6.693606864137181,6.423744629267384
only increase,1,0,2,6.693606864137181,6.423744629267384
security forum,1,0,2,6.693606864137181,6.423744629267384
means saved,1,0,2,7.030149887195743,6.417430191330805
been given,1,0,2,7.030149887195742,6.417430191330804
everything they,1,0,2,7.030149887195742,6.417430191330804
held several,1,0,2,7.030149887195742,6.417430191330804
no right,1,0,2,7.030149887195742,6.417430191330804
only during,1,0,2,7.030149887195742,6.417430191330804
supporting ukraine,7,0,2,2.8951556697349248,6.39558527324046
i am,63,0,2,9.071110942112053,6.381213618846172
aggressive capabilities,1,0,2,7.851342768518266,6.3783120622485105
concrete steps,1,0,2,7.851342768518266,6.3783120622485105
matter how,1,0,2,7.851342768518266,6.3783120622485105
shared values,1,0,2,7.851342768518266,6.3783120622485105
task force,1,0,2,7.851342768518266,6.3783120622485105
territory up,1,0,2,7.851342768518266,6.3783120622485105
beautiful video,1,0,2,7.851342768518265,6.37831206224851
effective chairmanship,1,0,2,7.851342768518265,6.37831206224851
exactly 9,1,0,2,7.851342768518265,6.37831206224851
general assembly,1,0,2,7.851342768518265,6.37831206224851
truly understand,1,0,2,7.851342768518265,6.37831206224851
know how,1,0,2,6.384651792586376,6.376998260020991
second army,1,0,2,6.384651792586376,6.376998260020991
signed another,1,0,2,6.384651792586376,6.376998260020991
spoke separately,1,0,2,6.384651792586376,6.376998260020991
use thousands,1,0,2,6.384651792586376,6.376998260020991
people and,10,0,2,2.2379690229493048,6.375966057453842
will not,3,0,2,3.785262107291822,6.3717861946789265
ukrainian men,2,0,2,5.780495152328866,6.371613617041953
us throughout,2,0,2,5.780495152328866,6.371613617041953
artillery brigades,1,0,2,6.442221644407852,6.371592108072215
held under,1,0,2,6.442221644407852,6.371592108072215
only when,1,0,2,6.442221644407852,6.371592108072215
ordinary city,1,0,2,6.442221644407852,6.371592108072215
44th brigade,2,0,2,5.355699230776143,6.370246851299682
steps we,2,0,2,5.104313804980119,6.363779350282697
armed forces,5,0,2,9.60204456483431,6.3631195480341525
army units,1,0,2,6.568372929734753,6.349592626878927
europe even,1,0,2,6.568372929734753,6.349592626878927
need both,1,0,2,6.568372929734753,6.349592626878927
say just,1,0,2,6.568372929734753,6.349592626878927
separately mention,1,0,2,6.568372929734753,6.349592626878927
several operational,1,0,2,6.568372929734753,6.349592626878927
them know,1,0,2,6.568372929734753,6.349592626878927
combat missions,4,0,2,9.738129301860605,6.344864260821387
eternal glory,4,0,2,9.738129301860605,6.344864260821387
absolutely just,1,0,2,6.9049159578043895,6.344713803408056
ensure bakhmut,1,0,2,6.9049159578043895,6.344713803408056
eu sanctions,1,0,2,6.9049159578043895,6.344713803408056
particularly mention,1,0,2,6.9049159578043895,6.344713803408056
tavria operational,1,0,2,6.9049159578043895,6.344713803408056
un general,1,0,2,6.9049159578043895,6.344713803408056
operational directions,1,0,2,6.904915957804389,6.344713803408055
peace formula,1,0,2,6.904915957804389,6.344713803408055
i’m grateful,2,0,2,6.647348114537866,6.339368201443157
russian shelling,2,0,2,6.6473481145378654,6.339368201443156
this summit,4,0,2,3.4518666569388614,6.317693853246842
defense package,2,0,2,4.653038037215235,6.314266299841199
moving forward,3,0,2,9.997923613035729,6.313139968609899
luhansk region,8,0,2,9.274159884689137,6.307110279513235
so that,4,0,2,3.4445487278916738,6.304854864641373
have been,2,0,2,4.704855806314297,6.30441153835156
have just,2,0,2,4.704855806314297,6.30441153835156
today personally,2,0,2,4.4814960071219225,6.303842453291783
must be,2,0,2,5.71359084575472,6.303549527861725
additional equipment,1,0,2,7.6842179124467185,6.300973387597196
despite extremely,1,0,2,7.6842179124467185,6.300973387597196
traditionally signed,1,0,2,7.6842179124467185,6.300973387597196
know it's,1,0,2,7.684217912446718,6.300973387597195
been said,1,0,2,6.241480152485495,6.29877943267294
city only,1,0,2,6.241480152485495,6.29877943267294
definitely get,1,0,2,6.241480152485495,6.29877943267294
everything necessary,1,0,2,6.241480152485495,6.29877943267294
everything so,1,0,2,6.241480152485495,6.29877943267294
possible only,1,0,2,6.241480152485495,6.29877943267294
see how,1,0,2,6.241480152485495,6.29877943267294
americans whose,1,0,2,6.217526911463003,6.2985763930190535
do save,1,0,2,6.217526911463003,6.2985763930190535
it's extremely,1,0,2,6.217526911463003,6.2985763930190535
joint actions,1,0,2,6.217526911463003,6.2985763930190535
united kingdom,6,0,2,9.379208938503288,6.297135526461104
europe when,1,0,2,6.3169877049936405,6.2962231692835715
its ability,1,0,2,6.3169877049936405,6.2962231692835715
please remember,1,0,2,6.3169877049936405,6.2962231692835715
strengthens both,1,0,2,6.31698770499364,6.296223169283571
is necessary,3,0,2,4.79002786601812,6.289161421811636
army out,1,0,2,6.457076498164322,6.278438124870562
denmark stands,1,0,2,6.457076498164322,6.278438124870562
energy supply,1,0,2,6.457076498164322,6.278438124870562
global security,1,0,2,6.457076498164322,6.278438124870562
main thing,1,0,2,6.457076498164322,6.278438124870562
missile attack,1,0,2,6.457076498164322,6.278438124870562
missile means,1,0,2,6.457076498164322,6.278438124870562
powerful strike,1,0,2,6.457076498164322,6.278438124870562
terrorist missile,1,0,2,6.457076498164322,6.278438124870562
two professional,1,0,2,6.457076498164322,6.278438124870562
aid package,1,0,2,6.793619531245743,6.275340572338759
missile strikes,1,0,2,6.793619531245742,6.275340572338759
present here,1,0,2,6.793619531245743,6.275340572338759
who supports,9,0,2,5.520187814056413,6.27106374202175
separate battalion,2,0,2,5.0231776678733455,6.270597033828238
all for,26,0,2,1.3264434673216416,6.267872656740077
forces have,2,0,2,4.8621871281896745,6.266146195783436
there was,2,0,2,4.427791828150063,6.262515280338549
all ukrainian,7,0,2,2.546698432838539,6.251910589415592
leadership in,4,0,2,4.186749170975009,6.246483476229447
13 saved,1,0,2,7.5410462923887165,6.226663796829045
celebrated its,1,0,2,7.5410462923887165,6.226663796829045
heroic city,1,0,2,7.5410462923887165,6.226663796829045
tank assistance,1,0,2,7.5410462923887165,6.226663796829045
various countries,1,0,2,7.5410462923887165,6.226663796829045
yellow truly,1,0,2,7.5410462923887165,6.226663796829045
been awarded,1,0,2,7.541046292388716,6.226663796829044
been spoken,1,0,2,7.541046292388716,6.226663796829044
no matter,1,0,2,7.541046292388716,6.226663796829044
see reports,1,0,2,7.541046292388716,6.226663796829044
week brought,1,0,2,7.541046292388716,6.226663796829044
be here,2,0,2,4.579621670885464,6.224889749093417
i spoke,5,0,2,4.763374060856652,6.223953019664005
44th artillery,1,0,2,6.205691268410717,6.2236949156811745
common wish,1,0,2,6.205691268410717,6.2236949156811745
missile systems,1,0,2,6.205691268410717,6.2236949156811745
time when,1,0,2,6.205691268410717,6.2236949156811745
exactly what,1,0,2,6.11624620805879,6.222298386480016
operational capabilities,1,0,2,6.11624620805879,6.222298386480016
provides them,1,0,2,6.11624620805879,6.222298386480016
currently protecting,1,0,2,6.07435526634963,6.219348654938381
entire south,1,0,2,6.07435526634963,6.219348654938381
guard regiment,1,0,2,6.07435526634963,6.219348654938381
made possible,1,0,2,6.07435526634963,6.219348654938381
they do,1,0,2,6.07435526634963,6.219348654938381
your service,6,0,2,3.615089769679344,6.217834532419702
an order,1,0,2,6.356922238134641,6.210556689175613
defenders protect,1,0,2,6.356922238134641,6.210556689175613
extraordinary bravery,1,0,2,6.356922238134641,6.210556689175613
having me,1,0,2,6.356922238134641,6.210556689175613
under these,1,0,2,6.356922238134641,6.210556689175613
modern fighters,1,0,2,6.693465276228554,6.209441183963758
an online,1,0,2,6.693465276228553,6.209441183963757
combat capable,1,0,2,6.693465276228553,6.209441183963757
just before,1,0,2,6.693465276228553,6.209441183963757
just think,1,0,2,6.693465276228553,6.209441183963757
will restore,2,0,2,5.199477799755172,6.197750181838734
please be,2,0,2,4.614623569507449,6.194768965253516
which is,4,0,2,3.3163511467446027,6.1893402392383665
the invitation,12,0,2,4.291503898806576,6.186644667809743
much from,3,0,2,3.6101562979844095,6.185719826856187
ourselves from,2,0,2,6.4673370509060115,6.182869331905547
respect from,2,0,2,6.4673370509060115,6.182869331905547
44th separate,2,0,2,5.181549144491954,6.177779073857771
special gratitude,4,0,2,9.401444675858064,6.175637664953696
helps get,2,0,2,4.674990336409104,6.172072812241423
decide what,1,0,2,7.415812368007728,6.156265880867882
fifth sanctions,1,0,2,7.415812368007728,6.156265880867882
that's what,1,0,2,7.415812368007728,6.156265880867882
its home,1,0,2,7.415812368007727,6.156265880867881
mention senior,1,0,2,7.415812368007727,6.156265880867881
against terrorists,1,0,2,6.10553700336783,6.154356846742243
make next,1,0,2,6.10553700336783,6.154356846742243
what exactly,1,0,2,6.10553700336783,6.154356846742243
what strengthens,1,0,2,6.10553700336783,6.154356846742243
to be,15,0,2,1.9017185569963462,6.1524946278744155
me here,1,0,2,6.004949766462661,6.148602766049689
personally thankful,1,0,2,6.004949766462661,6.148602766049689
constant accuracy,1,0,2,6.602422696550128,6.146926347994567
lithuanian national,1,0,2,6.265879653443009,6.145949148276628
mechanized infantry,1,0,2,6.265879653443009,6.145949148276628
armored vehicles,2,0,2,10.760346700640856,6.144520092657401
february 24,2,0,2,10.760346700640856,6.144520092657401
force gained,2,0,2,10.760346700640856,6.144520092657401
full-scale invasion,2,0,2,10.760346700640856,6.144520092657401
local authorities,2,0,2,10.760346700640856,6.144520092657401
oleksandr usyk,2,0,2,10.760346700640856,6.144520092657401
professorial team,2,0,2,10.760346700640856,6.144520092657401
